dataset_title,file_type
LPI-SRO-DCAGI-SC-079/15,JSON
LPI-SRO-DCAGI-SC-079/15,XLS
AD-AS-DCAGI-SC-053/15,PDF
AD-AS-DCAGI-SC-053/15,JSON
AD-AS-DCAGI-SC-053/15,XLS
AD-AS-DCAGI-SC-054/15,PDF
AD-AS-DCAGI-SC-054/15,JSON
AD-AS-DCAGI-SC-054/15,XLS
GACM/DCI/SJ/CI/013-2015,PDF
GACM/DCI/SJ/CI/013-2015,JSON
GACM/DCI/SJ/CI/013-2015,XLS
AD-AS-DCAGI-SC-022/15,PDF
AD-AS-DCAGI-SC-022/15,JSON
AD-AS-DCAGI-SC-022/15,XLS
GACM/DCI/SJ/CI/007-2015,PDF
GACM/DCI/SJ/CI/007-2015,JSON
GACM/DCI/SJ/CI/007-2015,XLS
LPN-OP-DCAGI-SC-066/15,PDF
LPN-OP-DCAGI-SC-066/15,JSON
LPN-OP-DCAGI-SC-066/15,ZIP
LPN-OP-DCAGI-SC-066/15,XLS
ITP-AS-DCAGI-SC-017/15,PDF
ITP-AS-DCAGI-SC-017/15,JSON
ITP-AS-DCAGI-SC-017/15,XLS
ARRENDAMIENTO ALTAVISTA,PDF
ARRENDAMIENTO ALTAVISTA,JSON
ARRENDAMIENTO ALTAVISTA,XLS
LPN-SRO-DCAGI-SC-042/15,PDF
LPN-SRO-DCAGI-SC-042/15,JSON
LPN-SRO-DCAGI-SC-042/15,XLS
LPN-SRO-DCAGI-SC-043/15,PDF
LPN-SRO-DCAGI-SC-043/15,JSON
LPN-SRO-DCAGI-SC-043/15,XLS
ITP-SRO-DCAGI-SC-080/15,PDF
ITP-SRO-DCAGI-SC-080/15,JSON
ITP-SRO-DCAGI-SC-080/15,XLS
LPN-SRO-DCAGI-SC-041/15,PDF
LPN-SRO-DCAGI-SC-041/15,JSON
LPN-SRO-DCAGI-SC-041/15,XLS
AD-AS-DCAGI-SC-072/15,PDF
AD-AS-DCAGI-SC-072/15,JSON
AD-AS-DCAGI-SC-072/15,XLS
AD-AS-DCAGI-SC-084/15,PDF
AD-AS-DCAGI-SC-084/15,JSON
AD-AS-DCAGI-SC-084/15,XLS
AD-SRO-DCAGI-SC-019/15,PDF
AD-SRO-DCAGI-SC-019/15,JSON
AD-SRO-DCAGI-SC-019/15,XLS
AD-AS-DCAGI-SC-051/2015,PDF
AD-AS-DCAGI-SC-051/2015,JSON
AD-AS-DCAGI-SC-051/2015,XLS
AD-SRO-DCAGI-SC-001/2015,PDF
AD-SRO-DCAGI-SC-001/2015,JSON
AD-SRO-DCAGI-SC-001/2015,XLS
AD-SRO-DCAGI-SC-010/15,PDF
AD-SRO-DCAGI-SC-010/15,JSON
AD-SRO-DCAGI-SC-010/15,XLS
LPN-O-DCAGI-SC-024/15,PDF
LPN-O-DCAGI-SC-024/15,JSON
LPN-O-DCAGI-SC-024/15,XLS
ITP-SRO-DCAGI-SC-016/15,PDF
ITP-SRO-DCAGI-SC-016/15,JSON
ITP-SRO-DCAGI-SC-016/15,XLS
AD-DCAGI-SA-GAR-02/15,PDF
AD-DCAGI-SA-GAR-02/15,JSON
AD-DCAGI-SA-GAR-02/15,XLS
AD-DCAGI-SA-GAR-0005/15,PDF
AD-DCAGI-SA-GAR-0005/15,JSON
AD-DCAGI-SA-GAR-0005/15,XLS
AD-AS-DCAGI-SC-019-BIS/2015,PDF
AD-AS-DCAGI-SC-019-BIS/2015,JSON
AD-AS-DCAGI-SC-019-BIS/2015,XLS
AD-SRO-DCAGI-SC-039/15,PDF
AD-SRO-DCAGI-SC-039/15,JSON
AD-SRO-DCAGI-SC-039/15,XLS
AD-SRO-DCAGI-SC-013/15,PDF
AD-SRO-DCAGI-SC-013/15,JSON
AD-SRO-DCAGI-SC-013/15,XLS
AD-S-DCAGI-SC-012/2014,PDF
AD-S-DCAGI-SC-012/2014,JSON
AD-S-DCAGI-SC-012/2014,XLS
AD-SRO-DCAGI-SC-096/15,PDF
AD-SRO-DCAGI-SC-096/15,JSON
AD-SRO-DCAGI-SC-096/15,XLS
AD-SRO-DCAGI-SC-099/15,PDF
AD-SRO-DCAGI-SC-099/15,JSON
AD-SRO-DCAGI-SC-099/15,XLS
AD-AS-DCAGI-SC-078/15,PDF
AD-AS-DCAGI-SC-078/15,JSON
AD-AS-DCAGI-SC-078/15,XLS
AD-SRO-DCAGI-SC-088/15,PDF
AD-SRO-DCAGI-SC-088/15,JSON
AD-SRO-DCAGI-SC-088/15,XLS
AD-SRO-DCAGI-SC-008/15,PDF
AD-SRO-DCAGI-SC-008/15,JSON
AD-SRO-DCAGI-SC-008/15,XLS
AD-AS-DCAGI-SC-020/15,PDF
AD-AS-DCAGI-SC-020/15,JSON
AD-AS-DCAGI-SC-020/15,XLS
AD-DCAGI-SA-GAR-006/15,PDF
AD-DCAGI-SA-GAR-006/15,JSON
AD-DCAGI-SA-GAR-006/15,XLS
AD-AS-DCAGI-SC-055/15,PDF
AD-AS-DCAGI-SC-055/15,JSON
AD-AS-DCAGI-SC-055/15,XLS
AD-AS-DCAGI-SC-57/15,PDF
AD-AS-DCAGI-SC-57/15,JSON
AD-AS-DCAGI-SC-57/15,XLS
AD-AS-DCAGI-SC-018/15,PDF
AD-AS-DCAGI-SC-018/15,JSON
AD-AS-DCAGI-SC-018/15,XLS
AD-SRO-DCAGI-SC-006/15,PDF
AD-SRO-DCAGI-SC-006/15,JSON
AD-SRO-DCAGI-SC-006/15,XLS
AD-SRO-DCAGI-SC-090/15,PDF
AD-SRO-DCAGI-SC-090/15,JSON
AD-SRO-DCAGI-SC-090/15,XLS
AD-SRO-DCAGI-SC-087/15,PDF
AD-SRO-DCAGI-SC-087/15,JSON
AD-SRO-DCAGI-SC-087/15,XLS
ITP-SRO-DCAGI-SC-027/15,PDF
ITP-SRO-DCAGI-SC-027/15,JSON
ITP-SRO-DCAGI-SC-027/15,XLS
ITP-SRO-DCAGI-SC-048/15,PDF
ITP-SRO-DCAGI-SC-048/15,JSON
ITP-SRO-DCAGI-SC-048/15,XLS
ITP-SRO-DCAGI-SC-037/15,PDF
ITP-SRO-DCAGI-SC-037/15,JSON
ITP-SRO-DCAGI-SC-037/15,XLS
AD-AS-DCAGI-SC-052/15,PDF
AD-AS-DCAGI-SC-052/15,JSON
AD-AS-DCAGI-SC-052/15,XLS
AD-AS-DCAGI-SC-038/15,PDF
AD-AS-DCAGI-SC-038/15,JSON
AD-AS-DCAGI-SC-038/15,XLS
ITP-SRO-DCAGI-SC-082/15,PDF
ITP-SRO-DCAGI-SC-082/15,JSON
ITP-SRO-DCAGI-SC-082/15,XLS
ITPS-DCAGI-SC-002/2014,PDF
ITPS-DCAGI-SC-002/2014,JSON
ITPS-DCAGI-SC-002/2014,XLS
ITP-S-DCAGI-SC-009/2014,PDF
ITP-S-DCAGI-SC-009/2014,JSON
ITP-S-DCAGI-SC-009/2014,XLS
GACM/DCI/SJ/CM-E/02-2014,PDF
GACM/DCI/SJ/CM-E/02-2014,JSON
GACM/DCI/SJ/CM-E/02-2014,XLS
GACM/DCAGI/SA/SJ/CI/03-2015,PDF
GACM/DCAGI/SA/SJ/CI/03-2015,JSON
GACM/DCAGI/SA/SJ/CI/03-2015,ZIP
GACM/DCAGI/SA/SJ/CI/03-2015,XLS
AD-AS-DCAGI-SC-021/15,PDF
AD-AS-DCAGI-SC-021/15,JSON
AD-AS-DCAGI-SC-021/15,XLS
AD-S-DCAGI-SC-011/2014,PDF
AD-S-DCAGI-SC-011/2014,JSON
AD-S-DCAGI-SC-011/2014,XLS
ITP-S-DCAGI-SC-008/2014,PDF
ITP-S-DCAGI-SC-008/2014,JSON
ITP-S-DCAGI-SC-008/2014,XLS
AD-S-DCAGI-SC-017/2014,PDF
AD-S-DCAGI-SC-017/2014,JSON
AD-S-DCAGI-SC-017/2014,XLS
ITP-AS-DCAGI-SC-058/15,PDF
ITP-AS-DCAGI-SC-058/15,JSON
ITP-AS-DCAGI-SC-058/15,XLS
AD-AS-DCAGI-SC-068/15,PDF
AD-AS-DCAGI-SC-068/15,JSON
AD-AS-DCAGI-SC-068/15,XLS
LPN-SRO-DCAGI-SC-025/15,PDF
LPN-SRO-DCAGI-SC-025/15,JSON
LPN-SRO-DCAGI-SC-025/15,XLS
GACM/DCI/SJ/CI/03-2014,PDF
GACM/DCI/SJ/CI/03-2014,JSON
GACM/DCI/SJ/CI/03-2014,XLS
AD-OP-DCAGI-SC-064/15,PDF
AD-OP-DCAGI-SC-064/15,JSON
AD-OP-DCAGI-SC-064/15,XLS
AD-SRO-DCAGI-SC-081/15,PDF
AD-SRO-DCAGI-SC-081/15,JSON
AD-SRO-DCAGI-SC-081/15,XLS
AD-A-DCAGI-SC-001/2014,PDF
AD-A-DCAGI-SC-001/2014,JSON
AD-A-DCAGI-SC-001/2014,XLS
AD-S-DCAGI-SC-010/2014,PDF
AD-S-DCAGI-SC-010/2014,JSON
AD-S-DCAGI-SC-010/2014,XLS
LPN-O-DCAGI-SC-014/2014,PDF
LPN-O-DCAGI-SC-014/2014,JSON
LPN-O-DCAGI-SC-014/2014,XLS
AD-SRO-DCAGI-SC-022/16,PDF
AD-SRO-DCAGI-SC-022/16,JSON
AD-SRO-DCAGI-SC-022/16,XLS
AD-SRO-DCAGI-SC-021/16,PDF
AD-SRO-DCAGI-SC-021/16,JSON
AD-SRO-DCAGI-SC-021/16,XLS
LPN-SRO-DCAGI-SC-026/15,PDF
LPN-SRO-DCAGI-SC-026/15,JSON
LPN-SRO-DCAGI-SC-026/15,XLS
LPN-OP-DCAGI-SC-112/15,PDF
LPN-OP-DCAGI-SC-112/15,JSON
LPN-OP-DCAGI-SC-112/15,ZIP
LPN-OP-DCAGI-SC-112/15,XLS
Inventario Institucional de Datos de INPRF,vnd.ms-excel
ITP-SRO-DCAGI-SC-040/15,PDF
ITP-SRO-DCAGI-SC-040/15,JSON
ITP-SRO-DCAGI-SC-040/15,XLS
AD-AS-DCAGI-SC-069/15,PDF
AD-AS-DCAGI-SC-069/15,JSON
AD-AS-DCAGI-SC-069/15,XLS
AD-AS-DCAGI-SC-116/15,PDF
AD-AS-DCAGI-SC-116/15,JSON
AD-AS-DCAGI-SC-116/15,XLS
Plan de Apertura Institucional de INPRF,CSV
AD-SRO-DCAGI-SC-004/15,PDF
AD-SRO-DCAGI-SC-004/15,JSON
AD-SRO-DCAGI-SC-004/15,XLS
GACM/DCI/SJ/CM-E/05-2015,PDF
GACM/DCI/SJ/CM-E/05-2015,JSON
GACM/DCI/SJ/CM-E/05-2015,RAR
GACM/DCI/SJ/CM-E/05-2015,XLS
AD-AS-DCAGI-SC-050/2015,PDF
AD-AS-DCAGI-SC-050/2015,JSON
AD-AS-DCAGI-SC-050/2015,XLS
ITP-SRO-DCAGI-SC-107/15,PDF
ITP-SRO-DCAGI-SC-107/15,JSON
ITP-SRO-DCAGI-SC-107/15,XLS
AD-AS-DCAGI-SC-113/15,PDF
AD-AS-DCAGI-SC-113/15,JSON
AD-AS-DCAGI-SC-113/15,XLS
ITP-OP-DCAGI-SC-014/15,PDF
ITP-OP-DCAGI-SC-014/15,JSON
ITP-OP-DCAGI-SC-014/15,XLS
AD-SRO-DCAGI-SC-104/15,PDF
AD-SRO-DCAGI-SC-104/15,JSON
AD-SRO-DCAGI-SC-104/15,XLS
Servicios otorgados de estudios de Gabinete,CSV
AD-AS-DCAGI-SC-109/15,PDF
AD-AS-DCAGI-SC-109/15,JSON
AD-AS-DCAGI-SC-109/15,XLS
AD-AS-DCAGI-SC-074/15,PDF
AD-AS-DCAGI-SC-074/15,JSON
AD-AS-DCAGI-SC-074/15,XLS
AD/01/CTO.MTO./2014,PDF
AD/01/CTO.MTO./2014,JSON
AD/01/CTO.MTO./2014,RAR
AD/01/CTO.MTO./2014,XLS
AD-OP-DCAGI-SC-108/15,PDF
AD-OP-DCAGI-SC-108/15,JSON
AD-OP-DCAGI-SC-108/15,XLS
AD-S-DCAGI-SC-016/2014,PDF
AD-S-DCAGI-SC-016/2014,JSON
AD-S-DCAGI-SC-016/2014,XLS
ITP-SRO-DCAGI-SC-044/15,PDF
ITP-SRO-DCAGI-SC-044/15,JSON
ITP-SRO-DCAGI-SC-044/15,XLS
AD-SRO-DCAGI-SC-009/15,PDF
AD-SRO-DCAGI-SC-009/15,JSON
AD-SRO-DCAGI-SC-009/15,XLS
AD-SRO-DCAGI-SC-005/15,PDF
AD-SRO-DCAGI-SC-005/15,JSON
AD-SRO-DCAGI-SC-005/15,XLS
Consultas otorgadas de grupos psicoeducativos,CSV
Estudios otorgados de Análisis Clínicos,CSV
Personas Capacitadas en los Cursos de Educación Continua,CSV
Evolución estadística de revistas de Investigación institucional,CSV
Personas Capacitadas en los Diplomados de Educación Continua,CSV
Evolución estadística de Libros de Investigación institucional,CSV
Oficios y Documentos Institucionales de INPRF,JSON
Alumnos de la Maestría en Salud Mental Pública,CSV
Médicos Residentes Alta Especialidad en Psiquiatría,CSV
Médicos Residentes de la Especialidad en Psiquiatría Infantil y del Adolescente,CSV
Consultas otorgadas a pacientes hospitalizados,CSV
Consultas otorgadas en la consulta externa,CSV
Alumnos de Doctorado en Salud Mental Pública,CSV
Alumnos de la Maestría en Psiquiatría,CSV
Médicos Residentes de la Especialidad en Psiquiatría,CSV
Plan de Apertura Institucional de CONADE,CSV
Mecanismos de Participación Ciudadana de la CONADE,PDF
Mecanismos de Participación Ciudadana de la CONADE,CSV
Oficios y Documentos Institucionales de CONADE,JSON
Registro Nacional de Cultura Física y Deporte (RENADE),CSV
Sucursales telegráficas  de Telecomm creado el 2015-10-26 19:57,vnd.ms-excel
Plan de Apertura Institucional de Telecomm de Telecomm creado el 2015-10-26 19:57,CSV
Plan de Apertura Institucional de Telecomm de Telecomm,CSV
Presupuesto de la  Comisión Estatal de Vivienda del Estado de Hidalgo (2015),vnd.ms-excel
Tabulador de Sueldos (Confianza) Gobierno del Estado de Hidalgo,vnd.ms-excel
Carreras Educación Media Superior (2017),CSV
Directorio 2017 de Instancias Municipales para el Desarrollo de las Mujeres,CSV
Tabulador de Sueldos (base) Gobierno del Estado de Hidalgo,vnd.ms-excel
Indicadores sociodemograficos adolescentes (2015),CSV
Migración a EU 2010,CSV
Presupuesto Comisión Estatal de Vivienda del Estado de Hidalgo (2017),vnd.ms-excel
Padrón de Proveedores de la Administración Pública del Estado de Hidalgo,vnd.ms-excel
Visitantes de público en general atendido en el servicio de Museo Rehilete,vnd.ms-excel
Presupuesto Comisión Estatal de Vivienda del Estado de hidalgo (2016),vnd.ms-excel
Talleres de Capacitación a Productores de Café  (Enero-Marzo 2018),vnd.ms-excel
Plan de Apertura Institucional de Estado de Hidalgo,CSV
Distribucion estimada de produccion de café en el Estado de Hidalgo,vnd.ms-excel
Tramites y Servicios,CSV
Asesorías para jóvenes emprendedores IHJ,vnd.ms-excel
Rango de edad de servidores públicos del instituto hidalguense de la juventud,vnd.ms-excel
Atenciones Psicológicas IHJ,vnd.ms-excel
Gestión Proyectos (Segundo. Trimestre 2018),vnd.ms-excel
"Presupuestos Asignados SEDESO (2018, 2017, 2016)",vnd.ms-excel
Ayudas Sociales (Enero-Marzo 2018),vnd.ms-excel
Pequeños Productores con Marca de Café,vnd.ms-excel
Ayudas Sociales Migrantes (Tercer Trimestre 2018),vnd.ms-excel
Ayudas Sociales Alimentaria (segundo trimestre 2018),vnd.ms-excel
Ayudas Sociales (abril -Junio 2018),vnd.ms-excel
Peticiones atendidas chat de ayuda en linea RUTS,vnd.ms-excel
Ayudas Sociales Fomento Artesanal (Tercer Trimestre 2018),vnd.ms-excel
Ayudas Sociales a Migrantes (abril-junio 2018),vnd.ms-excel
Informe de los recursos federales recibidos segundo trimestre 2018,vnd.ms-excel
Procesos de firma electrónica realizados abril-junio2018),vnd.ms-excel
Beneficiados Gestión de Créditos para pequeños productores,vnd.ms-excel
Ayudas Sociales Fomento Artesanal (abril-junio 2018),vnd.ms-excel
Personas que laboran en Organismo Desarrollo Valle Plata,vnd.ms-excel
Avance Financiero (2do. Trimestre 2018 ),vnd.ms-excel
Empresas en operaciones Desarrollo Valle Plata,vnd.ms-excel
Ayudas Sociales (Tercer Trimestre 2018),vnd.ms-excel
Ayudas Sociales Alimentaria (primer trimestre 2018),vnd.ms-excel
Estructura organica STCH,vnd.ms-excel
Procesos de firma electrónica realizados (julio-septiembre 2018),vnd.ms-excel
enlaces web capacitados por Municipio,vnd.ms-excel
Procesos de firma electrónica realizados (enero-marzo 2018),vnd.ms-excel
Distribución estimada de producción de café,vnd.ms-excel
Centros de Salud en el Estado,CSV
Estado de Situación Financiera 3er. Trimestre 2017,CSV
Beneficiados Programa Producción de Peces.,vnd.ms-excel
Verificentros (2016),CSV
Carreras Educación Superior (2017),CSV
Obras y Acciones (2016),CSV
Directorio de Titulares Responsables de las Unidades Institucionales para la Igualdad entre Mujeres y Hombres 2017,CSV
"Estadística Básica Educativa, Fin de Cursos 2016-2017",CSV
Informe de los recursos federales recibidos primer (trimestre 2018),vnd.ms-excel
Índices y Grados de Marginación por Municipio 2010,vnd.ms-excel
Histórico de viajes del sistema de bicicleta pública Mibici del año 2015,No Format.
Informe de solicitudes y felicitaciones en Plataforma Contacto SEMOV 2017,No Format.
Catálogo de normatividad del estado de Jalisco 2014,CSV
Trabajadores asegurados por actividad económica para todas las entidades federativas y sus municipios 2013,CSV
Principales causas de morbilidad Jalisco 2015,CSV
Trabajadores asegurados por actividad económica para todas las entidades federativas y sus municipios 2012,CSV
Obras y Servicios Relacionados,No Format.
Trabajadores asegurados por actividad económica para todas las entidades federativas y sus municipios 2014,CSV
Trabajadores asegurados por actividad económica para todas las entidades federativas y sus municipios 2015,CSV
Padrón de contratistas.,No Format.
Información de las obras contratadas de infraestructura educativa API,No Format.
"Planimetría ZMG (vuelos 1998-2001), nombres de calles.",vnd.google-earth.kml+xml
"Planimetría cabeceras municipales (vuelos 1998-2005), manzanas",CSV
"Planimetría cabeceras municipales (vuelos 1998-2005), manzanas",vnd.google-earth.kml+xml
"Programa de Ordenamiento Ecológico Local ""Cabo Corrientes"", Jalisco",No Format.
Registros de marca para artesanos jaliscienses en 2017.,CSV
"Cartografía Catastral del Municipio de Jamay, Jalisco",KML
"Cartografía Catastral del Municipio de Jamay, Jalisco",SHP
"Cartografía Catastral del Municipio de Guachinango, Jalisco",KML
"Cartografía Catastral del Municipio de Guachinango, Jalisco",SHP
"Cartografía Catastral del Municipio de Gómez Farías, Jalisco",SHP
Atlas de Caminos y Carreteras del Estado de Jalisco 2012 - Rasgo arqueológico,vnd.google-earth.kml+xml
Agenda de eventos oficiales publicados en portal Jalisco en 2014,CSV
"Conjunto de datos vectoriales edafológicos, 1:50,000. Jalisco",No Format.
"Atlas de caminos y carreteras del estado de Jalisco 2012, estación de abastecimiento de combustible",vnd.google-earth.kml+xml
Valor de la producción ganadera del Estado de Jalisco,CSV
"Cartografía Catastral del Municipio de El Limón, Jalisco",SHP
"Planimetría ZMG (vuelos 1998-2001), líneas de telégrafo.",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Degollado, Jalisco",SHP
"Cartografía Catastral del Municipio de Ixtlahuacán de Los Membrillos, Jalisco",SHP
"Cartografía Catastral del Municipio de San Ignacio Cerro Gordo, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de San Martín de Bolaños, Jalisco",vnd.google-earth.kml+xml
"Atlas de caminos y carreteras del estado de Jalisco 2012, atractivo turístico",vnd.google-earth.kml+xml
"Recursos Turísticos del Municipio de Talpa de Allende, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Acatlán de Juárez, Jalisco",SHP
"Cartografía Catastral del Municipio de Acatlán de Juárez, Jalisco",KML
Plan Maestro Harari del Parque Metropolitano de Guadalajara,No Format.
Registros de marca para artesanos jaliscienses en 2015.,CSV
Información de las adquisiciones de equipamiento contratadas,CSV
"Financiamiento para el desarrollo de proyectos productivos industriales, comerciales o de servicios 2013",CSV
Censo de Aves del Parque Metropolitano de Guadalajara del año 2017,CSV
Diseños a productos artesanales de artesanos jaliscienses 2017.,CSV
Monitor de sequía de México para el estado de Jalisco 2007 - 2016,No Format.
"Programa de Ordenamiento Ecológico Local del Municipio de Zapotlán el Grande, Jalisco",No Format.
Cheques emitidos Fideicomiso Plan Múltiple de Beneficios para los Trabajadores del Gobierno del Estado de Jalisco 2017,CSV
"Planimetría ZMG (vuelos 1998-2001), bardas.",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Cuautla, Jalisco",SHP
"Cartografía Catastral del Municipio de Mexticacán, Jalisco",vnd.google-earth.kml+xml
Atlas de Caminos y Carreteras del Estado de Jalisco 2012 - Daño por escurrimiento,vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Tepatitlán de Morelos, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Concepción de Buenos Aires, Jalisco",SHP
"Cartografía Catastral del Municipio de Quitupan, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Tapalpa, Jalisco",vnd.google-earth.kml+xml
Indicadores MIDE Jalisco sobre economía,CSV
Importaciones de Jalisco,CSV
Hornos Tlaquepaque,vnd.google-earth.kmz
Programa de concurrencia con entidades federativas,CSV
Fichas de municipio del estado de Jalisco publicadas en el portal Jalisco,CSV
Informe de solicitudes y felicitaciones en plataforma Contacto SEMOV 2016,CSV
"Informe de licencias de manejo emitidas en el Estado de Jalisco, año 2016",CSV
"Informe de licencias de manejo emitidas en el Estado de Jalisco, mayo 2018",CSV
Catálogo georreferenciado de terminales MiBici en Guadalajara,No Format.
"Cartografía Catastral del Municipio de San Sebastián del Oeste, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Tecalitlán, Jalisco",vnd.google-earth.kml+xml
Modelo Batimétrico de la Laguna de Zapotlán el Grande,vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Tecolotlán, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Hostotipaquillo, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Tenamaxtlán, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Teocuitatlán de Corona, Jalisco",vnd.google-earth.kml+xml
"Información sociodemográfica por colonia, ciudades medias de Jalisco",CSV
"Información sociodemográfica por colonia, ciudades medias de Jalisco",vnd.ms-excel
"Cartografía Catastral del Municipio de Sayula, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Totatiche, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Tototlán, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Tuxpan, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Zapotlanejo, Jalisco",vnd.google-earth.kml+xml
"Informe de licencias de manejo emitidas en el Estado de Jalisco, febrero 2018",CSV
"Informe de licencias de manejo emitidas en el Estado de Jalisco, marzo 2018",CSV
"Histórico de viajes del Sistema de Bicicleta Pública Mibici, julio 2018",CSV
"Cartografía Catastral del Municipio de Atenguillo, Jalisco",vnd.google-earth.kml+xml
Catálogo de prestadores de servicios turísticos,CSV
"Histórico de viajes del Sistema de Bicicleta Pública Mibici, mayo 2018",CSV
"Cartografía Catastral del Municipio de Unión de San Antonio, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Villa Guerrero, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Yahualica de González Gallo, Jalisco",vnd.google-earth.kml+xml
Informe de las Obras de Construcción y Rehabilitación de la Infraestructura Educativa,No Format.
"Cartografía Catastral del Municipio de Tamazula de Gordiano, Jalisco",vnd.google-earth.kml+xml
"Capacitaciones en materia de igualdad de género y prevención de la violencia, del periodo de enero a junio 2018",CSV
"Cartografía Catastral del Municipio de Tala, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Teocaltiche, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Tomatlán, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Zacoalco de Torres, Jalisco",vnd.google-earth.kml+xml
"Recursos Turísticos del Municipio de Tizapán el Alto, Jalisco ""Ribera de Chapala""",vnd.google-earth.kml+xml
Histórico de viajes del sistema de bicicleta pública Mibici del año 2017,No Format.
Histórico de viajes del sistema de bicicleta pública Mibici del año 2016,No Format.
"Cartografía Catastral del Municipio de Tequila, Jalisco",vnd.google-earth.kml+xml
"Informe de licencias de manejo emitidas en el Estado de Jalisco, junio 2018",CSV
"Cartografía Catastral del Municipio de Tuxcueca, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Unión de Tula, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Valle de Guadalupe, Jalisco",vnd.google-earth.kml+xml
"Informe de licencias de manejo emitidas en el Estado de Jalisco, enero 2018",CSV
"Recursos Turísticos del Municipio de Poncitlán, Jalisco ""Ribera de Chapala""",vnd.google-earth.kml+xml
Noticias de eventos públicos capturados en el portal Jalisco 2014,CSV
"Histórico de viajes del Sistema de Bicicleta Pública Mibici, agosto 2018",CSV
"Histórico de viajes del Sistema de Bicicleta Pública Mibici, marzo 2018",CSV
"Histórico de viajes del Sistema de Bicicleta Pública Mibici, abril 2018",CSV
"Cartografía Catastral del Municipio de Tolimán, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Techaluta de Montenegro, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Tonila, Jalisco",vnd.google-earth.kml+xml
"Servicios de asistencia a personas receptoras de violencia, del período de enero a junio 2018",CSV
"Cartografía Catastral del Municipio de Villa Corona, Jalisco",vnd.google-earth.kml+xml
Autopsias por municipios del estado de Jalisco del 2012 al 2015,vnd.google-earth.kml+xml
"Informe de licencias de manejo emitidas en el Estado de Jalisco, abril 2018",CSV
"Histórico de viajes del Sistema de Bicicleta Pública Mibici, septiembre 2018",CSV
"Cartografía Catastral del Municipio de Santa María de los Ángeles, Jalisco",vnd.google-earth.kml+xml
"Histórico de viajes del Sistema de Bicicleta Pública Mibici, junio 2018",CSV
"Cartografía Catastral del Municipio de Tonaya, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Talpa de Allende, Jalisco",No Format.
"Cartografía Catastral del Municipio de Villa Hidalgo, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de VillaPurificación, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Zapotitlán de Vadillo, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Zapotlán del Rey, Jalisco",vnd.google-earth.kml+xml
Noticias de eventos públicos capturados en el portal Jalisco 2013,CSV
"Cartografía Catastral del Municipio de Teuchitlán, Jalisco",vnd.google-earth.kml+xml
"Cartografía Catastral del Municipio de Tlajomulco de Zúñiga, Jalisco",vnd.google-earth.kml+xml
"Histórico de viajes del Sistema de Bicicleta Pública Mibici, enero y febrero 2018",CSV
"Cartografía Catastral del Municipio de Tuxcacuesco, Jalisco",vnd.google-earth.kml+xml
"Financiamiento para el desarrollo de proyectos productivos industriales, comerciales o de servicios 2014",CSV
Conjunto de datos - Descubre Jalisco,CSV
Agenda de eventos oficiales publicados en portal Jalisco en 2013,CSV
Disponibilidad de bicicletas en estaciones de Mi Bici,JSON
"Planimetría ZMG (vuelos 1998-2001), manzanas",vnd.google-earth.kml+xml
Plan Maestro PIA del Parque Metropolitano de Guadalajara,No Format.
Monitoreo de Indicadores del Desarrollo de Jalisco MIDE Jalisco,JSON
Monitoreo de Indicadores del Desarrollo de Jalisco MIDE Jalisco,CSV
